Column1,Age,SkinType,SkinTone,SkinConcerns,Gender,Race,Climate,Extracts,All_Age_Suitable_Ing,Anti-Acne Moisturizer,Antioxidant+Anti-Aging Moisturizer,F_Skin_ID+Soothing,M_Antioxidant+Occlusive,EA_Anti_Age+Skin_ID+Cell_Commute,IA_Antioxidant,YA_Occusive,BR_Anti_Acne,WR_Skin_ID+Occusive,DRY_Dry,TROPICAL_Antioxidant+Humectant,TEMPERATE_Humectant,CONTINENAL_Emolient,POLAR_Humectants+Occlusive+Emollients
469,13-17,Combination,Light,Acne,Male,Black,Polar,Jojoba Esters,"Camellia Sinensis Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Hyaluronic Acid , Soy Amino Acids , Jojoba Esters",,,"Tocopherol , Azulene , Honey , Squalene , Bentonite , Agar",,,"Honey , Alpha-Glucan , Rose Hip Oil","Rose Hip Oil , Ceramide , Camellia Sinensis Seed Oil",,,,,,"Honey , Niacinamide , Arginine"
470,13-17,Combination,Light,Acne,Female,White,Tropical,Jojoba Esters,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Honey , Centella Asiatica Extract , Aphanizomenon Flos-Aquae Extract",,"hyaluronic acid , acetyl glucosamine , scrophularia nodosa extract , foeniculum vulgare oil , avena sativa kernel extract , anthemis nobilis flower extract",,,,"Camellia Sinensis Seed Oil , Tocopheryl Succinate Aminopropanediol Esters , Grape seed Oil",,"Petrolatum , glycerin , Kaolin",,"Phospholipids , Honey , Niacinamide",,,
471,13-17,Combination,Light,Acne,Female,White,Dry,Jojoba Esters,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Honey , Aphanizomenon Flos-Aquae Extract , Soy Amino Acids",,"chamomilla recutita flower extract , hamamelis virginiana bark/leaf/twig extract , proline , borago officinalis seed oil , viscum album fruit extract , leontopodium alpinum callus culture extract",,,,"Rose Hip Oil , Honey , Aphanizomenon Flos-Aquae Extract",,"proline , helianthus annuus seed oil unsaponifiables , alanine","Aphanizomenon Flos-Aquae Extract , Ceramide NG , Triticum Vulgare Germ Oil",,,,
472,13-17,Combination,Light,Acne,Female,White,Temperate,Jojoba Esters,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil","Jojoba Esters , Adansonia Digitata Pulp Extract , Centella Asiatica Extract",,"hedera helix leaf/stem extract , ectoin , vaccinium angustifolium fruit extract , rosmarinus officinalis leaf extract , lactuca scariola sativa leaf juice , rumex crispus root extract",,,,"Algae Extract , Hyaluronic Acid , Honey",,"lacto-ceramides , valine , hyaluronic acid",,,"PEG-32 , Triethylhexanoin , Glucose",,
473,13-17,Combination,Light,Acne,Female,White,Continental,Jojoba Esters,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil","Beta-Glucan , Ananas Sativus Fruit Extract , Hydrolyzed Collagen",,"proline , aspartic acid , opuntia ficus-indica stem extract , anthemis nobilis flower extract , melaleuca alternifolia leaf oil , melilotus officinalis extract",,,,"Triticum Vulgare Germ Oil , Aphanizomenon Flos-Aquae Extract , Tocopheryl Succinate Aminopropanediol Esters",,"histidine , urea , ceramide eop",,,,"Anhydroxylitol , PCA , Glycosaminoglycans",
474,13-17,Combination,Light,Acne,Female,White,Polar,Jojoba Esters,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Hydrolyzed Collagen , Aloe Barbadensis Leaf Extract , Jojoba Esters",,"melilotus officinalis extract , avena sativa bran extract , cymbopogon schoenanthus extract , pca , buddleja davidii meristem cell culture , tetrapeptide-14",,,,"Grape seed Oil , Squalane , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"Silica , serine , acetyl glucosamine",,,,,"Glycine , Threonine , Glucose"
475,13-17,Combination,Light,Acne,Female,Black,Tropical,Jojoba Esters,"Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Centella Asiatica Extract , Beta-Glucan , Aphanizomenon Flos-Aquae Extract",,"hyaluronic acid , camellia sinensis leaf extract , achillea millefolium oil , caffeyl glucoside , ceramide eop , methyl salicylate",,,,"Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract , Rose Hip Oil","Grape seed Oil , Rose Hip Oil , Algae Extract",,,"Honey , Phospholipids , Threonine",,,
476,13-17,Combination,Light,Acne,Female,Black,Dry,Jojoba Esters,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil","Honey , Aloe Barbadensis Leaf Extract , Hydrolyzed Collagen",,"hydroxymethoxyphenyl decanone , allantoin glycyrrhetinic acid , lactobacillus ferment , histidine , salix alba bark extract , viscum album fruit extract",,,,"Algae Extract , Alpha-Glucan , Triticum Vulgare Germ Oil","Rose Hip Oil , Acetyl Hydroxyproline , Honey",,"Sodium PCA , Squalane , Rose Hip Oil",,,,
477,13-17,Combination,Light,Acne,Female,Black,Temperate,Jojoba Esters,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil","Colloidal Oatmeal , Hyaluronic Acid , Hydrolyzed Collagen",,"cymbopogon schoenanthus extract , camelina sativa seed oil , tilia cordata extract , pfaffia paniculata root extract , parietaria officinalis extract , reseda luteola extract",,,,"Grape seed Oil , Hyaluronic Acid , Ananas Sativus Fruit Extract","Triticum Vulgare Germ Oil , Rose Hip Oil , Ceramide",,,,"Serine , PEG-32 , Sucrose",,
478,13-17,Combination,Light,Acne,Female,Black,Continental,Jojoba Esters,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil","Colloidal Oatmeal , Adansonia Digitata Pulp Extract , Jojoba Esters",,"helichrysum italicum extract , sodium pca , hamamelis virginiana extract , santalum album extract , cucumis melo juice , ononis spinosa root extract",,,,"Acetyl Hydroxyproline , Aphanizomenon Flos-Aquae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Rose Hip Oil , Squalane , Ceramide",,,,,"Valine , Honey , Melibiose",
479,13-17,Combination,Light,Acne,Female,Black,Polar,Jojoba Esters,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil","Centella Asiatica Extract , Soy Amino Acids , Honey",,"lacto-ceramides , ceramide ng , vaccinium angustifolium fruit extract , methyl nicotinate , leontopodium alpinum callus culture extract , sodium pca",,,,"Honey , Ceramide , Grape seed Oil","Camellia Sinensis Seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Alpha-Glucan",,,,,,"Glycogen , PEG-14 , Hydroxyacetophenone"
480,18-24,Dry,Light,Sensitivity,Male,White,Tropical,Urea,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,,,"Squalane , Kaolin , Genistein , Rutin , Threonine , Phenylalanine",,,"Hyaluronic Acid , Rose Hip Oil , Triticum Vulgare Germ Oil",,"sodium chondroitin sulfate , linolenic acid , glycerin",,"Phospholipids , Phenylalanine , Serine",,,
481,18-24,Dry,Light,Sensitivity,Male,White,Dry,Urea,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,,,"Genistein , Trihydroxystearin , Xanthophyll , Quercetin , Bisabolol , Octyldodecanol",,,"Triticum Vulgare Germ Oil , Alpha-Glucan , Ceramide",,"phytosphingosine , helianthus annuus seed oil unsaponifiables , Kaolin","Honey Extract , Algae Extract , Beta-Glucan",,,,
482,18-24,Dry,Light,Sensitivity,Male,White,Temperate,Urea,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,,"Octyldodecanol , Quercetin , Silica , Xanthophyll , Curcumin , Rutin",,,"Algae Extract , Hyaluronic Acid , Ceramide",,"valine , linoleic acid , urea",,,"Phenylalanine , Trehalose , Trimethylsiloxysilicate",,
483,18-24,Dry,Light,Sensitivity,Male,White,Continental,Urea,"Camellia Sinensis Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil",,,,"Arginine , Alanine , Thiotaurine , Silica , Triethylhexanoin , Trimethylsiloxysilicate",,,"Hyaluronic Acid , Alpha-Glucan , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"phospholipids , Bentonite , histidine",,,,"PEG-14 , PCA , Serine",
484,18-24,Dry,Light,Sensitivity,Male,White,Polar,Urea,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,,"Octyldodecanol , Honey , Lycopene , Xanthophyll , Galactoarabinan , Oryzanol",,,"Rose Hip Oil , Tocopheryl Succinate Aminopropanediol Esters , Honey",,"squalene , phenylalanine , phytosphingosine",,,,,"PCA , Pantolactone , Cysteine"
485,18-24,Dry,Light,Sensitivity,Male,Black,Tropical,Urea,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,,,"Trimethylsiloxysilicate , Alanine , Rutin , Phenylalanine , Astaxanthin , Squalane",,,"Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Algae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Alpha-Glucan",,,"Niacinamide , Thiotaurine , Serine",,,
486,18-24,Dry,Light,Sensitivity,Male,Black,Dry,Urea,"Camellia Sinensis Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil",,,,"Coumarin , Ergothioneine , Equol , Hesperidin , Tetrahydrodiferuloylmethane , Bentonite",,,"Grape seed Oil , Squalane , Hyaluronic Acid","Acetyl Hydroxyproline , Ananas Sativus Fruit Extract , Algae Extract",,"Camellia Sinensis Seed Oil , Grape seed Oil , Centella Asiatica Extract",,,,
487,18-24,Dry,Light,Sensitivity,Male,Black,Temperate,Urea,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil",,,,"Oryzanol , Genistein , Trihydroxystearin , Tocopherol , Hesperidin , Octyldodecanol",,,"Rose Hip Oil , Ananas Sativus Fruit Extract , Grape seed Oil","Honey , Alpha-Glucan , Squalane",,,,"PCA , Honey , Phenylalanine",,
488,18-24,Dry,Light,Sensitivity,Male,Black,Continental,Urea,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Raspberry Seed Oil",,,,"Caffeine , Zinc , Petrolatum , Serine , Ergothioneine , Genistein",,,"Acetyl Hydroxyproline , Ananas Sativus Fruit Extract , Ceramide","Ananas Sativus Fruit Extract , Algae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,,,,"Anhydroxylitol , PEG-75 , Sucrose",
489,18-24,Dry,Light,Sensitivity,Male,Black,Polar,Urea,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,,"Xanthophyll , Honey , Thiotaurine , Tetrahydrodemethoxydiferuloylmethane , Ergothioneine , Squalene",,,"Algae Extract , Rose Hip Oil , Honey","Honey , Squalane , Acetyl Hydroxyproline",,,,,,"Xylitol , Trimethylsiloxysilicate , Glycogen"
490,18-24,Dry,Light,Sensitivity,Female,White,Tropical,Urea,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil",,,"sodium pca , calendula officinalis extract , persea gratissima fruit extract , disodium lauriminodipropionate tocopheryl phosphates , pca , cucumis melo juice",,,,"Triticum Vulgare Germ Oil , Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan",,"palmitic acid , Octyldodecanol , ceramide",,"Hydroxyacetophenone , Niacinamide , Honey",,,
491,18-24,Dry,Light,Sensitivity,Female,White,Dry,Urea,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil",,,"sambucus nigra flower extract , berberis vulgaris root extract , phospholipids , cucumis melo juice , phaeodactylum tricornutum extract , hyaluronic acid",,,,"Algae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Squalane",,"alanine , phenylalanine , urea","Squalane , Saccharide Isomerate , Centella Asiatica Extract",,,,
492,18-24,Dry,Light,Sensitivity,Female,White,Temperate,Urea,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil",,,"glycyrrhiza glabra rhizome/root , camellia sinensis leaf extract , hypericum perforatum extract , safflower oil/palm oil aminopropanediol esters , ruscus aculeatus root extract , ononis spinosa root extract",,,,"Ananas Sativus Fruit Extract , Rose Hip Oil , Hyaluronic Acid",,"glycerin , histidine , phenylalanine",,,"Trimethylsiloxysilicate , Isoleucine , Glucomannan",,
493,18-24,Dry,Light,Sensitivity,Female,White,Continental,Urea,"Triticum Vulgare Germ Oil , Rose Hip Oil , Grape seed Oil",,,"ceramide ap , allantoin glycyrrhetinic acid , hamamelis virginiana bark/leaf/twig extract , stearyl glycyrrhetinate , allantoin acetyl methionine , anthemis nobilis flower oil",,,,"Ananas Sativus Fruit Extract , Acetyl Hydroxyproline , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"pca , squalane , aspartic acid",,,,"Mannitol , Fructose , Xylitol",
494,18-24,Dry,Light,Sensitivity,Female,White,Polar,Urea,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,,"sodium hyaluronate crosspolymer , phytosphingosine , alanine , chamomilla recutita flower extract , sesamum indicum seed extract , pfaffia paniculata root extract",,,,"Acetyl Hydroxyproline , Hyaluronic Acid , Alpha-Glucan",,"Nylon-12 , helianthus annuus seed oil unsaponifiables , diglycerin",,,,,"PCA , Threonine , Mannitol"
495,18-24,Dry,Light,Sensitivity,Female,Black,Tropical,Urea,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,,"pfaffia paniculata root extract , arctium lappa root extract , phaeodactylum tricornutum extract , hydroxypropyl bispalmitamide mea , squalane , oenothera biennis oil",,,,"Hyaluronic Acid , Ceramide , Acetyl Hydroxyproline","Grape seed Oil , Aphanizomenon Flos-Aquae Extract , Alpha-Glucan",,,"Honey , Threonine , Niacinamide",,,
496,18-24,Dry,Light,Sensitivity,Female,Black,Dry,Urea,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,"opuntia ficus-indica stem extract , lactobacillus ferment , ceramide eop , potassium azeloyl diglycinate , globularia cordifolia callus culture extract , sodium nitrate",,,,"Triticum Vulgare Germ Oil , Ceramide , Acetyl Hydroxyproline","Ananas Sativus Fruit Extract , Aphanizomenon Flos-Aquae Extract , Triticum Vulgare Germ Oil",,"Ceramide NG , Glucomannan , Rose Hip Oil",,,,
497,18-24,Dry,Light,Sensitivity,Female,Black,Temperate,Urea,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,"tranexamic acid , gallyl glucoside , saccharomyces ferment filtrate , strontium chloride , marrubium vulgare extract , carboxydecyl trisiloxane",,,,"Algae Extract , Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Rose Hip Oil , Hyaluronic Acid , Squalane",,,,"Phenylalanine , Trimethylsiloxysilicate , Urea",,
498,18-24,Dry,Light,Sensitivity,Female,Black,Continental,Urea,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,,"equisetum arvense extract , carboxydecyl trisiloxane , allantoin calcium pantothenate , leontopodium alpinum callus culture extract , collagen amino acids , viscum album extract",,,,"Ananas Sativus Fruit Extract , Aphanizomenon Flos-Aquae Extract , Honey","Hyaluronic Acid , Rose Hip Oil , Grape seed Oil",,,,,"Tribehenin , Valine , PEG-75",
499,18-24,Dry,Light,Sensitivity,Female,Black,Polar,Urea,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,,"glycyrrhiza glabra rhizome/root , aleurites moluccana seed oil , tilia cordata wood extract , salix alba bark water , hydroxymethoxyphenyl decanone , arctium lappa root extract",,,,"Hyaluronic Acid , Alpha-Glucan , Ceramide","Honey , Hyaluronic Acid , Alpha-Glucan",,,,,,"Glycosaminoglycans , Urea , Panthenol"
500,18-120,Combination,Light,Aging,Male,White,Tropical,Squalane,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil",,"Serine , Grape seed Oil , Alanine , Quercetin , Algae Extract , Phenylalanine",,"Kaolin , Azulene , Rutin , Hesperidin , Bakuchiol , Zinc",,,,,"ceramide , Trihydroxystearin , glycine",,"Phospholipids , Phenylalanine , Hydroxyacetophenone",,,
501,18-120,Combination,Light,Aging,Male,White,Dry,Squalane,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,"Equol , Arbutin , Rose Hip Oil , Acetyl Hydroxyproline , Phloretin , Algin",,"Squalane , Tetrahydrodiferuloylmethane , Serine , Beta-Glucan , Silica , Squalene",,,,,"phytosphingosine , hyaluronic acid , Trihydroxystearin","Algae Extract , Saccharide Isomerate , Ceramide",,,,
502,18-120,Combination,Light,Aging,Male,White,Temperate,Squalane,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,"Algin , Centella Asiatica Extract , Ananas Sativus Fruit Extract , Hydroxyacetophenone , Oryzanol , Tetrahydrodiferuloylmethane",,"Squalane , Lycopene , Zinc , Cannabidiol , Curcumin , Quercetin",,,,,"phospholipids , Petrolatum , phytosphingosine",,,"Arginine , Mannitol , PEG-8",,
503,18-120,Combination,Light,Aging,Male,White,Continental,Squalane,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,"Histidine , Grape seed Oil , Aphanizomenon Flos-Aquae Extract , Coumarin , Acetyl Tetrapeptide-5 , Hydrolyzed Glycosaminoglycans",,"Kaolin , Quercetin , Arginine , Thiotaurine , Alanine , Phenylalanine",,,,,"hydroxypalmitoyl sphinganine , proline , sodium hyaluronate crosspolymer",,,,"Sucrose , Trimethylsiloxysilicate , Glucomannan",
504,18-120,Combination,Light,Aging,Male,White,Polar,Squalane,"Triticum Vulgare Germ Oil , Rose Hip Oil , Grape seed Oil",,"Carnosine , Serine , Agar , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Lycopene , Glabridin",,"Rutin , Madecassoside , Cannabidiol , Phloretin , Alanine , Trimethylsiloxysilicate",,,,,"hydroxypalmitoyl sphinganine , proline , Kaolin",,,,,"Tribehenin , Trimethylsiloxysilicate , Urea"
505,18-120,Combination,Light,Aging,Male,Black,Tropical,Squalane,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,"Glabridin , Tocopherol , Triticum Vulgare Germ Oil , Azulene , Tetrahydrodemethoxydiferuloylmethane , Serine",,"Caffeine , Bentonite , Azulene , Astaxanthin , Rutin , Tocopherol",,,,"Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Rose Hip Oil",,,"Niacinamide , Arginine , Serine",,,
506,18-120,Combination,Light,Aging,Male,Black,Dry,Squalane,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil",,"Galactoarabinan , Caffeine , Camellia Sinensis Seed Oil , Resveratrol , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Niacinamide",,"Phloretin , Thiotaurine , Arginine , Rutin , Ergothioneine , Arbutin",,,,"Honey , Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract",,"Ceramide NG , Centella Asiatica Extract , Beta-Glucan",,,,
507,18-120,Combination,Light,Aging,Male,Black,Temperate,Squalane,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,"Beta-Glucan , Hyaluronic Acid , Rutin , Genistein , Tetrahydrodemethoxydiferuloylmethane , Niacinamide",,"Equol , Tocopherol , Squalane , Octyldodecanol , Rutin , Squalene",,,,"Rose Hip Oil , Hyaluronic Acid , Squalane",,,,"Niacinamide , PEG-33 , Isopentyldiol ",,
508,18-120,Combination,Light,Aging,Male,Black,Continental,Squalane,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,"Algae Extract , Algin , Ceramide , Azulene , Galactoarabinan , Tetrahydrodiferuloylmethane",,"Squalane , Phenylalanine , Thiotaurine , Histidine , Xanthophyll , Equol",,,,"Hyaluronic Acid , Triticum Vulgare Germ Oil , Alpha-Glucan",,,,,"Sucrose , Honey , Glycerin",
509,18-120,Combination,Light,Aging,Male,Black,Polar,Squalane,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,"Histidine , Algin , Raspberry Seed Oil , Honey , Retinol , Acetyl Tetrapeptide-5",,"Bisabolol , Arginine , Equol , Histidine , Beta-Glucan , Bakuchiol",,,,"Hyaluronic Acid , Algae Extract , Rose Hip Oil",,,,,,"Isopentyldiol  , Mannitol , Betaine"
510,18-120,Combination,Light,Aging,Female,White,Tropical,Squalane,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,"Xanthophyll , Azulene , Carnosine , Alpha-Glucan , Thiotaurine , Squalene","arctium lappa root extract , avena sativa kernel flour , allantoin glycyrrhetinic acid , boswellia serrata extract , sanicula europaea extract , reseda luteola extract",,,,,,"acetyl glucosamine , pca , hyaluronic acid",,"Honey , Hydroxyacetophenone , Niacinamide",,,
511,18-120,Combination,Light,Aging,Female,White,Dry,Squalane,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,"Centella Asiatica Extract , Azulene , Rose Hip Oil , Camellia Sinensis Seed Oil , Genistein , Camellia Sinensis Seed Oil","zinc gluconate , tilia cordata wood extract , schisandra sphenanthera fruit extract , calendula officinalis extract , linoleic acid , biosaccharide gum-1",,,,,,"threonine , collagen amino acids , phenylalanine","Beta-Glucan , Honey Extract , Glucomannan",,,,
512,18-120,Combination,Light,Aging,Female,White,Temperate,Squalane,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Rose Hip Oil",,"Camellia Sinensis Seed Oil , Squalene , Aphanizomenon Flos-Aquae Extract , Triticum Vulgare Germ Oil , Serine , Astaxanthin","viscum album leaf extract , ceramide , prunus yedoensis leaf extract , avena sativa kernel extract , mimosa tenuiflora bark extract , rumex crispus root extract",,,,,,"Trimethylsiloxysilicate , linoleic acid , hydroxypalmitoyl sphinganine",,,"Fructose , Xylose , Threonine",,
